author,post,ori_topic,ori_id,new_topic,label,type_idx,new_id,arc_id,text,pos_text,text_s,topic,topic_str,seen?,contains_topic?
LB,"Yes, America needs to get its house in order. Our population is growing by about 30 million per decade!!! Just about all of the population growth results from immigration. So let's reduce immigration and also focus on reducing consumption. Without reduced immigration all our environmental efforts to be more efficient and consume less are swamped and irrelevant.",overcrowding,A1733-P,overcrowding,0,1,14961,15164429,"[[""yes"", ""america"", ""needs"", ""get"", ""house"", ""order""], [""population"", ""growing"", ""30"", ""million"", ""per"", ""decade""], [""population"", ""growth"", ""results"", ""immigration""], [""let"", ""'s"", ""reduce"", ""immigration"", ""also"", ""focus"", ""reducing"", ""consumption""], [""without"", ""reduced"", ""immigration"", ""environmental"", ""efforts"", ""efficient"", ""consume"", ""less"", ""swamped"", ""irrelevant""]]","[[""UH"", ""NNP"", ""VBZ"", ""VB"", ""NN"", ""NN""], [""NN"", ""VBG"", ""CD"", ""CD"", ""IN"", ""NN""], [""NN"", ""NN"", ""VBZ"", ""NN""], [""VB"", ""PRP"", ""VB"", ""NN"", ""RB"", ""VB"", ""VBG"", ""NN""], [""IN"", ""JJ"", ""NN"", ""JJ"", ""NNS"", ""JJ"", ""VBP"", ""JJR"", ""VBN"", ""JJ""]]",yes america needs get house order. population growing 30 million per decade. population growth results immigration. let 's reduce immigration also focus reducing consumption. without reduced immigration environmental efforts efficient consume less swamped irrelevant,"[""overcrowding""]",overcrowding,1,0
LB,"Yes, America needs to get its house in order. Our population is growing by about 30 million per decade!!! Just about all of the population growth results from immigration. So let's reduce immigration and also focus on reducing consumption. Without reduced immigration all our environmental efforts to be more efficient and consume less are swamped and irrelevant.",a legitimate threat,A1734-P,population growth,1,3,14973,15164429,"[[""yes"", ""america"", ""needs"", ""get"", ""house"", ""order""], [""population"", ""growing"", ""30"", ""million"", ""per"", ""decade""], [""population"", ""growth"", ""results"", ""immigration""], [""let"", ""'s"", ""reduce"", ""immigration"", ""also"", ""focus"", ""reducing"", ""consumption""], [""without"", ""reduced"", ""immigration"", ""environmental"", ""efforts"", ""efficient"", ""consume"", ""less"", ""swamped"", ""irrelevant""]]","[[""UH"", ""NNP"", ""VBZ"", ""VB"", ""NN"", ""NN""], [""NN"", ""VBG"", ""CD"", ""CD"", ""IN"", ""NN""], [""NN"", ""NN"", ""VBZ"", ""NN""], [""VB"", ""PRP"", ""VB"", ""NN"", ""RB"", ""VB"", ""VBG"", ""NN""], [""IN"", ""JJ"", ""NN"", ""JJ"", ""NNS"", ""JJ"", ""VBP"", ""JJR"", ""VBN"", ""JJ""]]",yes america needs get house order. population growing 30 million per decade. population growth results immigration. let 's reduce immigration also focus reducing consumption. without reduced immigration environmental efforts efficient consume less swamped irrelevant,"[""population"", ""growth""]",population growth,1,1
blackmamba,"Both the French and British Empires were present and in control and culpable for the original denial of the human rights of Christian Muslim Arab Palestinians in their natural homeland. These two empires were joined by the American Jim Crow Empire and the Soviet Union Empire to forcibly and without the consent of the people to disenfranchise a Holy Land of Palestine that was 65% Palestinian based upon European Christian nation state and faith crimes against Jewish humanity. When Abram of Ur, Sumer (modern Iraq) claimed that his god commanded him and his heirs to invade and occupy the land of others in his name killing, wounding and displacing the men, women and children then living there a dangerous inhuman inhumane precedent was set. There is no excuse for repeating that mistake with dueling scriptures and prophets in an age of science and reason and civilization.",a palestinian state,A2102-P,a palestinian state,1,1,7411,13083664,"[[""french"", ""british"", ""empires"", ""present"", ""control"", ""culpable"", ""original"", ""denial"", ""human"", ""rights"", ""christian"", ""muslim"", ""arab"", ""palestinians"", ""natural"", ""homeland""], [""two"", ""empires"", ""joined"", ""american"", ""jim"", ""crow"", ""empire"", ""soviet"", ""union"", ""empire"", ""forcibly"", ""without"", ""consent"", ""people"", ""disenfranchise"", ""holy"", ""land"", ""palestine"", ""65"", ""palestinian"", ""based"", ""upon"", ""european"", ""christian"", ""nation"", ""state"", ""faith"", ""crimes"", ""jewish"", ""humanity""], [""abram"", ""ur"", ""sumer"", ""modern"", ""iraq"", ""claimed"", ""god"", ""commanded"", ""heirs"", ""invade"", ""occupy"", ""land"", ""others"", ""name"", ""killing"", ""wounding"", ""displacing"", ""men"", ""women"", ""children"", ""living"", ""dangerous"", ""inhuman"", ""inhumane"", ""precedent"", ""set""], [""excuse"", ""repeating"", ""mistake"", ""dueling"", ""scriptures"", ""prophets"", ""age"", ""science"", ""reason"", ""civilization""]]","[[""JJ"", ""NNP"", ""NNPS"", ""JJ"", ""NN"", ""JJ"", ""JJ"", ""NN"", ""JJ"", ""NNS"", ""JJ"", ""NNP"", ""NNPS"", ""NNPS"", ""JJ"", ""NN""], [""CD"", ""NNS"", ""VBN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""RB"", ""IN"", ""NN"", ""NNS"", ""VB"", ""NNP"", ""NNP"", ""NNP"", ""CD"", ""JJ"", ""VBN"", ""IN"", ""JJ"", ""JJ"", ""NN"", ""NN"", ""NN"", ""NNS"", ""JJ"", ""NN""], [""NNP"", ""NNP"", ""NNP"", ""JJ"", ""NNP"", ""VBD"", ""NN"", ""VBD"", ""NNS"", ""VB"", ""VB"", ""NN"", ""NNS"", ""NN"", ""NN"", ""VBG"", ""VBG"", ""NNS"", ""NNS"", ""NNS"", ""VBG"", ""JJ"", ""JJ"", ""JJ"", ""NN"", ""VBN""], [""NN"", ""VBG"", ""NN"", ""VBG"", ""NNS"", ""NNS"", ""NN"", ""NN"", ""NN"", ""NN""]]",french british empires present control culpable original denial human rights christian muslim arab palestinians natural homeland. two empires joined american jim crow empire soviet union empire forcibly without consent people disenfranchise holy land palestine 65 palestinian based upon european christian nation state faith crimes jewish humanity. abram ur sumer modern iraq claimed god commanded heirs invade occupy land others name killing wounding displacing men women children living dangerous inhuman inhumane precedent set. excuse repeating mistake dueling scriptures prophets age science reason civilization,"[""palestinian"", ""state""]",palestinian state,1,0
minh z,"Really? Maybe 10 years ago that was the prevailing sentiment. But since the illegal immigrants' protests and activism, and the trivialization and demonization of people who criticize the illegal nature of their status and actions, and being called racist or worse, I and many people I know are less supportive of these policies. For criminals to demand rights, and to totally ignore their illegal status starts to show that there is now a sense of entitlement, when there is no basis for one. The situation is better solved by deportation.",immigration,A1307-P,immigration,0,1,17367,15975442,"[[""really""], [""maybe"", ""10"", ""years"", ""ago"", ""prevailing"", ""sentiment""], [""since"", ""illegal"", ""immigrants"", ""protests"", ""activism"", ""trivialization"", ""demonization"", ""people"", ""criticize"", ""illegal"", ""nature"", ""status"", ""actions"", ""called"", ""racist"", ""worse"", ""many"", ""people"", ""know"", ""less"", ""supportive"", ""policies""], [""criminals"", ""demand"", ""rights"", ""totally"", ""ignore"", ""illegal"", ""status"", ""starts"", ""show"", ""sense"", ""entitlement"", ""basis"", ""one""], [""situation"", ""better"", ""solved"", ""deportation""]]","[[""RB""], [""RB"", ""CD"", ""NNS"", ""RB"", ""VBG"", ""NN""], [""IN"", ""JJ"", ""NNS"", ""NNS"", ""NN"", ""NN"", ""NN"", ""NNS"", ""VBP"", ""JJ"", ""NN"", ""NN"", ""NNS"", ""VBN"", ""JJ"", ""JJR"", ""JJ"", ""NNS"", ""VBP"", ""RBR"", ""JJ"", ""NNS""], [""NNS"", ""VB"", ""NNS"", ""RB"", ""VB"", ""JJ"", ""NN"", ""VBZ"", ""VB"", ""NN"", ""NN"", ""NN"", ""CD""], [""NN"", ""RBR"", ""VBN"", ""NN""]]",really. maybe 10 years ago prevailing sentiment. since illegal immigrants protests activism trivialization demonization people criticize illegal nature status actions called racist worse many people know less supportive policies. criminals demand rights totally ignore illegal status starts show sense entitlement basis one. situation better solved deportation,"[""immigration""]",immigration,1,0
Zejee,"Marijuana is not addictive -- and is much less dangerous than alcohol. The gate-way drugs are prescription meds found in medicine cabinets everywhere. Heroin is a lot less expensive than marijuana and if marijuana were legal, and less expensive, fewer people would want heroin.",marijuana,A3849-P,marijuana,1,1,2911,18334746,"[[""marijuana"", ""addictive"", ""--"", ""much"", ""less"", ""dangerous"", ""alcohol""], [""gate"", ""way"", ""drugs"", ""prescription"", ""meds"", ""found"", ""medicine"", ""cabinets"", ""everywhere""], [""heroin"", ""lot"", ""less"", ""expensive"", ""marijuana"", ""marijuana"", ""legal"", ""less"", ""expensive"", ""fewer"", ""people"", ""would"", ""want"", ""heroin""]]","[[""NNP"", ""JJ"", "":"", ""RB"", ""RBR"", ""JJ"", ""NN""], [""NN"", ""NN"", ""NNS"", ""NN"", ""NNS"", ""VBN"", ""NN"", ""NNS"", ""RB""], [""NNP"", ""NN"", ""RBR"", ""JJ"", ""NN"", ""NN"", ""JJ"", ""RBR"", ""JJ"", ""JJR"", ""NNS"", ""MD"", ""VB"", ""NN""]]",marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,"[""marijuana""]",marijuana,1,1
Zejee,"Marijuana is not addictive -- and is much less dangerous than alcohol. The gate-way drugs are prescription meds found in medicine cabinets everywhere. Heroin is a lot less expensive than marijuana and if marijuana were legal, and less expensive, fewer people would want heroin.",a gateway drug,A3850-P,a gateway drug,0,1,2927,18334746,"[[""marijuana"", ""addictive"", ""--"", ""much"", ""less"", ""dangerous"", ""alcohol""], [""gate"", ""way"", ""drugs"", ""prescription"", ""meds"", ""found"", ""medicine"", ""cabinets"", ""everywhere""], [""heroin"", ""lot"", ""less"", ""expensive"", ""marijuana"", ""marijuana"", ""legal"", ""less"", ""expensive"", ""fewer"", ""people"", ""would"", ""want"", ""heroin""]]","[[""NNP"", ""JJ"", "":"", ""RB"", ""RBR"", ""JJ"", ""NN""], [""NN"", ""NN"", ""NNS"", ""NN"", ""NNS"", ""VBN"", ""NN"", ""NNS"", ""RB""], [""NNP"", ""NN"", ""RBR"", ""JJ"", ""NN"", ""NN"", ""JJ"", ""RBR"", ""JJ"", ""JJR"", ""NNS"", ""MD"", ""VB"", ""NN""]]",marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,"[""gateway"", ""drug""]",gateway drug,1,0
Karyn Boyar,"Freedom has been known to come with a price. I suggest that all children who are non vaccinated wear masks in all public places, including school. Perhaps those wise, well edcated and freedom loving parents will reconsider their choice not to vaccinate.",vaccination,A1545-P,vaccination,1,1,8771,11404314,"[[""freedom"", ""known"", ""come"", ""price""], [""suggest"", ""children"", ""non"", ""vaccinated"", ""wear"", ""masks"", ""public"", ""places"", ""including"", ""school""], [""perhaps"", ""wise"", ""well"", ""edcated"", ""freedom"", ""loving"", ""parents"", ""reconsider"", ""choice"", ""vaccinate""]]","[[""NN"", ""VBN"", ""VB"", ""NN""], [""VBP"", ""NNS"", ""AFX"", ""JJ"", ""VB"", ""NNS"", ""JJ"", ""NNS"", ""VBG"", ""NN""], [""RB"", ""JJ"", ""UH"", ""VBN"", ""NN"", ""VBG"", ""NNS"", ""VB"", ""NN"", ""VB""]]",freedom known come price. suggest children non vaccinated wear masks public places including school. perhaps wise well edcated freedom loving parents reconsider choice vaccinate,"[""vaccination""]",vaccination,1,0
pragmat,"The Catholics fought the Protestants for centuries in Europe, angry at their cousins' conversion. Now the Israelis are beating up on, discriminating against, stealing land from, destroying the centuries-old housing of, blocking the education of, jailing for decades, their genetic cousins the Palestinians. Are they angry at their conversion to Christianity or Islam?. Why should the United States collaborate with a discriminatory state?",israel,A2194-P,israel,0,1,3082,6947879,"[[""catholics"", ""fought"", ""protestants"", ""centuries"", ""europe"", ""angry"", ""cousins"", ""conversion""], [""israelis"", ""beating"", ""discriminating"", ""stealing"", ""land"", ""destroying"", ""centuries"", ""old"", ""housing"", ""blocking"", ""education"", ""jailing"", ""decades"", ""genetic"", ""cousins"", ""palestinians""], [""angry"", ""conversion"", ""christianity"", ""islam""], [""united"", ""states"", ""collaborate"", ""discriminatory"", ""state""]]","[[""NNPS"", ""VBD"", ""NNPS"", ""NNS"", ""NNP"", ""JJ"", ""NNS"", ""NN""], [""NNPS"", ""VBG"", ""VBG"", ""VBG"", ""NN"", ""VBG"", ""NNS"", ""JJ"", ""NN"", ""VBG"", ""NN"", ""VBG"", ""NNS"", ""JJ"", ""NNS"", ""NNPS""], [""JJ"", ""NN"", ""NNP"", ""NNP""], [""NNP"", ""NNP"", ""VBP"", ""JJ"", ""NN""]]",catholics fought protestants centuries europe angry cousins conversion. israelis beating discriminating stealing land destroying centuries old housing blocking education jailing decades genetic cousins palestinians. angry conversion christianity islam. united states collaborate discriminatory state,"[""israel""]",israel,1,1
pragmat,"The Catholics fought the Protestants for centuries in Europe, angry at their cousins' conversion. Now the Israelis are beating up on, discriminating against, stealing land from, destroying the centuries-old housing of, blocking the education of, jailing for decades, their genetic cousins the Palestinians. Are they angry at their conversion to Christianity or Islam?. Why should the United States collaborate with a discriminatory state?",israel,A2194-P,protestant,0,3,3083,6947879,"[[""catholics"", ""fought"", ""protestants"", ""centuries"", ""europe"", ""angry"", ""cousins"", ""conversion""], [""israelis"", ""beating"", ""discriminating"", ""stealing"", ""land"", ""destroying"", ""centuries"", ""old"", ""housing"", ""blocking"", ""education"", ""jailing"", ""decades"", ""genetic"", ""cousins"", ""palestinians""], [""angry"", ""conversion"", ""christianity"", ""islam""], [""united"", ""states"", ""collaborate"", ""discriminatory"", ""state""]]","[[""NNPS"", ""VBD"", ""NNPS"", ""NNS"", ""NNP"", ""JJ"", ""NNS"", ""NN""], [""NNPS"", ""VBG"", ""VBG"", ""VBG"", ""NN"", ""VBG"", ""NNS"", ""JJ"", ""NN"", ""VBG"", ""NN"", ""VBG"", ""NNS"", ""JJ"", ""NNS"", ""NNPS""], [""JJ"", ""NN"", ""NNP"", ""NNP""], [""NNP"", ""NNP"", ""VBP"", ""JJ"", ""NN""]]",catholics fought protestants centuries europe angry cousins conversion. israelis beating discriminating stealing land destroying centuries old housing blocking education jailing decades genetic cousins palestinians. angry conversion christianity islam. united states collaborate discriminatory state,"[""protestant""]",protestant,1,1
Garak,"Swagel argues that because these banks haven't jeopardized the financial system recently, they no longer pose any such threat. That is illogical. It is a form of post hoc ergo propter hoc reasoning. That JPMorganChase took months to determine the real amount of the Whale's losses proves it didn't have a handle on its own trading book. So not only did JPM not control its own traders, it was in the dark about what they were doing. And this was AFTER Dodd-Frank took effect. A bank with lax internal controls cannot overcome the weakness simply be getting so big that it can afford the resulting losses. Unless one assumes otherwise, there is still the risk that as a bank with lax internal controls grows, it's problems and risk to the system will grow correspondingly.",big banks,A1407-P,big banks,0,1,7491,10945584,"[[""swagel"", ""argues"", ""banks"", ""n't"", ""jeopardized"", ""financial"", ""system"", ""recently"", ""longer"", ""pose"", ""threat""], [""illogical""], [""form"", ""post"", ""hoc"", ""ergo"", ""propter"", ""hoc"", ""reasoning""], [""jpmorganchase"", ""took"", ""months"", ""determine"", ""real"", ""amount"", ""whale"", ""'s"", ""losses"", ""proves"", ""n't"", ""handle"", ""trading"", ""book""], [""jpm"", ""control"", ""traders"", ""dark""], [""dodd"", ""frank"", ""took"", ""effect""], [""bank"", ""lax"", ""internal"", ""controls"", ""overcome"", ""weakness"", ""simply"", ""getting"", ""big"", ""afford"", ""resulting"", ""losses""], [""unless"", ""one"", ""assumes"", ""otherwise"", ""still"", ""risk"", ""bank"", ""lax"", ""internal"", ""controls"", ""grows"", ""'s"", ""problems"", ""risk"", ""system"", ""grow"", ""correspondingly""]]","[[""NNP"", ""VBZ"", ""NNS"", ""RB"", ""VBN"", ""JJ"", ""NN"", ""RB"", ""RB"", ""VBP"", ""NN""], [""JJ""], [""NN"", ""FW"", ""FW"", ""NN"", ""NN"", ""FW"", ""NN""], [""NNP"", ""VBD"", ""NNS"", ""VB"", ""JJ"", ""NN"", ""NNP"", ""POS"", ""NNS"", ""VBZ"", ""RB"", ""NN"", ""NN"", ""NN""], [""NNP"", ""VB"", ""NNS"", ""NN""], [""NNP"", ""NNP"", ""VBD"", ""NN""], [""NN"", ""JJ"", ""JJ"", ""NNS"", ""VB"", ""NN"", ""RB"", ""VBG"", ""JJ"", ""VB"", ""VBG"", ""NNS""], [""IN"", ""PRP"", ""VBZ"", ""RB"", ""RB"", ""NN"", ""NN"", ""JJ"", ""JJ"", ""NNS"", ""VBZ"", ""VBZ"", ""NNS"", ""NN"", ""NN"", ""VB"", ""RB""]]",swagel argues banks n't jeopardized financial system recently longer pose threat. illogical. form post hoc ergo propter hoc reasoning. jpmorganchase took months determine real amount whale 's losses proves n't handle trading book. jpm control traders dark. dodd frank took effect. bank lax internal controls overcome weakness simply getting big afford resulting losses. unless one assumes otherwise still risk bank lax internal controls grows 's problems risk system grow correspondingly,"[""big"", ""bank""]",big bank,1,0
Garak,"Swagel argues that because these banks haven't jeopardized the financial system recently, they no longer pose any such threat. That is illogical. It is a form of post hoc ergo propter hoc reasoning. That JPMorganChase took months to determine the real amount of the Whale's losses proves it didn't have a handle on its own trading book. So not only did JPM not control its own traders, it was in the dark about what they were doing. And this was AFTER Dodd-Frank took effect. A bank with lax internal controls cannot overcome the weakness simply be getting so big that it can afford the resulting losses. Unless one assumes otherwise, there is still the risk that as a bank with lax internal controls grows, it's problems and risk to the system will grow correspondingly.",control,A1408-P,control,1,1,7495,10945584,"[[""swagel"", ""argues"", ""banks"", ""n't"", ""jeopardized"", ""financial"", ""system"", ""recently"", ""longer"", ""pose"", ""threat""], [""illogical""], [""form"", ""post"", ""hoc"", ""ergo"", ""propter"", ""hoc"", ""reasoning""], [""jpmorganchase"", ""took"", ""months"", ""determine"", ""real"", ""amount"", ""whale"", ""'s"", ""losses"", ""proves"", ""n't"", ""handle"", ""trading"", ""book""], [""jpm"", ""control"", ""traders"", ""dark""], [""dodd"", ""frank"", ""took"", ""effect""], [""bank"", ""lax"", ""internal"", ""controls"", ""overcome"", ""weakness"", ""simply"", ""getting"", ""big"", ""afford"", ""resulting"", ""losses""], [""unless"", ""one"", ""assumes"", ""otherwise"", ""still"", ""risk"", ""bank"", ""lax"", ""internal"", ""controls"", ""grows"", ""'s"", ""problems"", ""risk"", ""system"", ""grow"", ""correspondingly""]]","[[""NNP"", ""VBZ"", ""NNS"", ""RB"", ""VBN"", ""JJ"", ""NN"", ""RB"", ""RB"", ""VBP"", ""NN""], [""JJ""], [""NN"", ""FW"", ""FW"", ""NN"", ""NN"", ""FW"", ""NN""], [""NNP"", ""VBD"", ""NNS"", ""VB"", ""JJ"", ""NN"", ""NNP"", ""POS"", ""NNS"", ""VBZ"", ""RB"", ""NN"", ""NN"", ""NN""], [""NNP"", ""VB"", ""NNS"", ""NN""], [""NNP"", ""NNP"", ""VBD"", ""NN""], [""NN"", ""JJ"", ""JJ"", ""NNS"", ""VB"", ""NN"", ""RB"", ""VBG"", ""JJ"", ""VB"", ""VBG"", ""NNS""], [""IN"", ""PRP"", ""VBZ"", ""RB"", ""RB"", ""NN"", ""NN"", ""JJ"", ""JJ"", ""NNS"", ""VBZ"", ""VBZ"", ""NNS"", ""NN"", ""NN"", ""VB"", ""RB""]]",swagel argues banks n't jeopardized financial system recently longer pose threat. illogical. form post hoc ergo propter hoc reasoning. jpmorganchase took months determine real amount whale 's losses proves n't handle trading book. jpm control traders dark. dodd frank took effect. bank lax internal controls overcome weakness simply getting big afford resulting losses. unless one assumes otherwise still risk bank lax internal controls grows 's problems risk system grow correspondingly,"[""control""]",control,1,1
minh z,"So the 65% of my ridiculously large real estate tax bill that goes to the school district should be increased whenever someone comes over our border crying whatever? We need faster deportation and less tolerance for this scam game where our own children are being shortchanged while illegal immigrants soak up all the resources in our towns, cities and country. Enough. Stop the flow by eliminating the benefits.",immigration,A1349-P,immigration,0,1,6865,15975481,"[[""65"", ""ridiculously"", ""large"", ""real"", ""estate"", ""tax"", ""bill"", ""goes"", ""school"", ""district"", ""increased"", ""whenever"", ""someone"", ""comes"", ""border"", ""crying"", ""whatever""], [""need"", ""faster"", ""deportation"", ""less"", ""tolerance"", ""scam"", ""game"", ""children"", ""shortchanged"", ""illegal"", ""immigrants"", ""soak"", ""resources"", ""towns"", ""cities"", ""country""], [""enough""], [""stop"", ""flow"", ""eliminating"", ""benefits""]]","[[""CD"", ""RB"", ""JJ"", ""JJ"", ""NN"", ""NN"", ""NN"", ""VBZ"", ""NN"", ""NN"", ""VBN"", ""WRB"", ""NN"", ""VBZ"", ""NN"", ""VBG"", ""WDT""], [""VBP"", ""JJR"", ""NN"", ""JJR"", ""NN"", ""NN"", ""NN"", ""NNS"", ""VBN"", ""JJ"", ""NNS"", ""VB"", ""NNS"", ""NNS"", ""NNS"", ""NN""], [""JJ""], [""VB"", ""NN"", ""VBG"", ""NNS""]]",65 ridiculously large real estate tax bill goes school district increased whenever someone comes border crying whatever. need faster deportation less tolerance scam game children shortchanged illegal immigrants soak resources towns cities country. enough. stop flow eliminating benefits,"[""immigration""]",immigration,1,0
Ladmeaux,"Teach for America has done nothing for public school teachers's status. The only thing it has done is fetishize its own image, to create a trendy CV filler for cossetted Ivy Leaguers. The vast majority of TFA teachers don't stay in the profession, so the job becomes little more than a balm for their conscious before they move on to JP Morgan Chase and like-minded capitalist enterprises. It takes more than two years to become a good teacher, so if TFA has such a low retention rate for its students, how can it be rated a success? The fact that admission is difficult doesn't mean its a good program.",tfa,A2864-P,tfa,0,1,10534,2262077,"[[""teach"", ""america"", ""done"", ""nothing"", ""public"", ""school"", ""teachers"", ""'s"", ""status""], [""thing"", ""done"", ""fetishize"", ""image"", ""create"", ""trendy"", ""cv"", ""filler"", ""cossetted"", ""ivy"", ""leaguers""], [""vast"", ""majority"", ""tfa"", ""teachers"", ""n't"", ""stay"", ""profession"", ""job"", ""becomes"", ""little"", ""balm"", ""conscious"", ""move"", ""jp"", ""morgan"", ""chase"", ""like"", ""minded"", ""capitalist"", ""enterprises""], [""takes"", ""two"", ""years"", ""become"", ""good"", ""teacher"", ""tfa"", ""low"", ""retention"", ""rate"", ""students"", ""rated"", ""success""], [""fact"", ""admission"", ""difficult"", ""n't"", ""mean"", ""good"", ""program""]]","[[""VB"", ""NNP"", ""VBN"", ""NN"", ""JJ"", ""NN"", ""NNS"", ""POS"", ""NN""], [""NN"", ""VBN"", ""VB"", ""NN"", ""VB"", ""JJ"", ""NNP"", ""NN"", ""VBN"", ""NNP"", ""NNP""], [""JJ"", ""NN"", ""NN"", ""NNS"", ""RB"", ""VB"", ""NN"", ""NN"", ""VBZ"", ""JJ"", ""NN"", ""JJ"", ""VBP"", ""NNP"", ""NNP"", ""NNP"", ""JJ"", ""JJ"", ""JJ"", ""NNS""], [""VBZ"", ""CD"", ""NNS"", ""VB"", ""JJ"", ""NN"", ""NNP"", ""JJ"", ""NN"", ""NN"", ""NNS"", ""VBN"", ""NN""], [""NN"", ""NN"", ""JJ"", ""RB"", ""VB"", ""JJ"", ""NN""]]",teach america done nothing public school teachers 's status. thing done fetishize image create trendy cv filler cossetted ivy leaguers. vast majority tfa teachers n't stay profession job becomes little balm conscious move jp morgan chase like minded capitalist enterprises. takes two years become good teacher tfa low retention rate students rated success. fact admission difficult n't mean good program,"[""tfa""]",tfa,1,1
Ladmeaux,"Teach for America has done nothing for public school teachers's status. The only thing it has done is fetishize its own image, to create a trendy CV filler for cossetted Ivy Leaguers. The vast majority of TFA teachers don't stay in the profession, so the job becomes little more than a balm for their conscious before they move on to JP Morgan Chase and like-minded capitalist enterprises. It takes more than two years to become a good teacher, so if TFA has such a low retention rate for its students, how can it be rated a success? The fact that admission is difficult doesn't mean its a good program.",tfa,A2864-P,tfa,0,3,10535,2262077,"[[""teach"", ""america"", ""done"", ""nothing"", ""public"", ""school"", ""teachers"", ""'s"", ""status""], [""thing"", ""done"", ""fetishize"", ""image"", ""create"", ""trendy"", ""cv"", ""filler"", ""cossetted"", ""ivy"", ""leaguers""], [""vast"", ""majority"", ""tfa"", ""teachers"", ""n't"", ""stay"", ""profession"", ""job"", ""becomes"", ""little"", ""balm"", ""conscious"", ""move"", ""jp"", ""morgan"", ""chase"", ""like"", ""minded"", ""capitalist"", ""enterprises""], [""takes"", ""two"", ""years"", ""become"", ""good"", ""teacher"", ""tfa"", ""low"", ""retention"", ""rate"", ""students"", ""rated"", ""success""], [""fact"", ""admission"", ""difficult"", ""n't"", ""mean"", ""good"", ""program""]]","[[""VB"", ""NNP"", ""VBN"", ""NN"", ""JJ"", ""NN"", ""NNS"", ""POS"", ""NN""], [""NN"", ""VBN"", ""VB"", ""NN"", ""VB"", ""JJ"", ""NNP"", ""NN"", ""VBN"", ""NNP"", ""NNP""], [""JJ"", ""NN"", ""NN"", ""NNS"", ""RB"", ""VB"", ""NN"", ""NN"", ""VBZ"", ""JJ"", ""NN"", ""JJ"", ""VBP"", ""NNP"", ""NNP"", ""NNP"", ""JJ"", ""JJ"", ""JJ"", ""NNS""], [""VBZ"", ""CD"", ""NNS"", ""VB"", ""JJ"", ""NN"", ""NNP"", ""JJ"", ""NN"", ""NN"", ""NNS"", ""VBN"", ""NN""], [""NN"", ""NN"", ""JJ"", ""RB"", ""VB"", ""JJ"", ""NN""]]",teach america done nothing public school teachers 's status. thing done fetishize image create trendy cv filler cossetted ivy leaguers. vast majority tfa teachers n't stay profession job becomes little balm conscious move jp morgan chase like minded capitalist enterprises. takes two years become good teacher tfa low retention rate students rated success. fact admission difficult n't mean good program,"[""tfa""]",tfa,1,1
Ladmeaux,"Teach for America has done nothing for public school teachers's status. The only thing it has done is fetishize its own image, to create a trendy CV filler for cossetted Ivy Leaguers. The vast majority of TFA teachers don't stay in the profession, so the job becomes little more than a balm for their conscious before they move on to JP Morgan Chase and like-minded capitalist enterprises. It takes more than two years to become a good teacher, so if TFA has such a low retention rate for its students, how can it be rated a success? The fact that admission is difficult doesn't mean its a good program.",tfa,A2864-P,teach or america,0,3,10536,2262077,"[[""teach"", ""america"", ""done"", ""nothing"", ""public"", ""school"", ""teachers"", ""'s"", ""status""], [""thing"", ""done"", ""fetishize"", ""image"", ""create"", ""trendy"", ""cv"", ""filler"", ""cossetted"", ""ivy"", ""leaguers""], [""vast"", ""majority"", ""tfa"", ""teachers"", ""n't"", ""stay"", ""profession"", ""job"", ""becomes"", ""little"", ""balm"", ""conscious"", ""move"", ""jp"", ""morgan"", ""chase"", ""like"", ""minded"", ""capitalist"", ""enterprises""], [""takes"", ""two"", ""years"", ""become"", ""good"", ""teacher"", ""tfa"", ""low"", ""retention"", ""rate"", ""students"", ""rated"", ""success""], [""fact"", ""admission"", ""difficult"", ""n't"", ""mean"", ""good"", ""program""]]","[[""VB"", ""NNP"", ""VBN"", ""NN"", ""JJ"", ""NN"", ""NNS"", ""POS"", ""NN""], [""NN"", ""VBN"", ""VB"", ""NN"", ""VB"", ""JJ"", ""NNP"", ""NN"", ""VBN"", ""NNP"", ""NNP""], [""JJ"", ""NN"", ""NN"", ""NNS"", ""RB"", ""VB"", ""NN"", ""NN"", ""VBZ"", ""JJ"", ""NN"", ""JJ"", ""VBP"", ""NNP"", ""NNP"", ""NNP"", ""JJ"", ""JJ"", ""JJ"", ""NNS""], [""VBZ"", ""CD"", ""NNS"", ""VB"", ""JJ"", ""NN"", ""NNP"", ""JJ"", ""NN"", ""NN"", ""NNS"", ""VBN"", ""NN""], [""NN"", ""NN"", ""JJ"", ""RB"", ""VB"", ""JJ"", ""NN""]]",teach america done nothing public school teachers 's status. thing done fetishize image create trendy cv filler cossetted ivy leaguers. vast majority tfa teachers n't stay profession job becomes little balm conscious move jp morgan chase like minded capitalist enterprises. takes two years become good teacher tfa low retention rate students rated success. fact admission difficult n't mean good program,"[""teach"", ""america""]",teach america,1,1
